,x
329,48.0
330,48.0
331,42.0
332,56.0
333,41.0
334,38.0
335,36.0
336,45.0
337,37.0
338,52.0
339,36.0
340,45.0
341,45.0
342,92.0
343,40.0
344,59.0
345,35.0
346,61.0
347,35.0
348,55.0
349,47.0
350,36.0
351,49.0
352,35.0
353,42.0
354,34.0
355,44.0
356,39.0
357,89.0
358,52.0
359,47.0
360,40.0
361,39.0
362,48.0
363,53.0
364,52.0
365,54.0
366,47.0
367,43.0
368,43.0
369,39.0
370,67.0
371,34.0
372,49.0
373,40.0
374,41.0
375,38.0
376,35.0
377,32.0
378,58.0
379,56.0
380,40.0
381,48.0
382,53.0
383,87.0
384,93.0
385,35.0
386,54.0
387,46.0
388,50.0
389,41.0
390,70.0
391,43.0
392,36.0
393,48.0
394,37.0
395,44.0
396,43.0
397,50.0
398,44.0
399,48.0
400,34.0
401,38.0
402,41.0
403,42.0
404,41.0
405,34.0
406,37.0
407,45.0
408,57.0
409,33.0
410,55.0
411,85.0
412,52.0
413,53.0
414,34.0
415,35.0
416,44.0
417,40.0
418,41.0
419,32.0
420,46.0
421,50.0
422,85.0
423,38.0
424,49.0
425,47.0
426,58.0
427,35.0
428,39.0
429,53.0
430,48.0
431,58.0
432,51.0
433,63.0
434,81.0
435,45.0
436,42.0
437,38.0
438,40.0
439,36.0
440,38.0
441,38.0
442,58.0
443,35.0
444,60.0
445,46.0
446,43.0
447,40.0
448,44.0
449,35.0
450,51.0
451,76.0
452,51.0
453,43.0
454,42.0
455,54.0
456,44.0
457,34.0
458,34.0
459,37.0
460,63.0
461,54.0
462,54.0
463,41.0
464,45.0
465,76.0
466,51.0
467,81.0
468,35.0
469,56.0
470,42.0
471,47.0
472,76.0
473,38.0
474,37.0
475,44.0
476,32.0
477,52.0
478,39.0
479,43.0
480,55.0
481,71.0
482,32.0
483,49.0
484,64.0
485,40.0
486,36.0
487,61.0
488,79.0
489,45.0
490,56.0
491,77.0
492,57.0
493,81.0
494,51.0
495,48.0
496,43.0
497,43.0
498,37.0
499,54.0
500,48.0
501,66.0
502,36.0
503,42.0
504,53.0
505,59.0
506,68.0
507,35.0
508,76.0
509,71.0
510,54.0
511,42.0
512,60.0
513,32.0
514,34.0
515,62.0
516,52.0
517,38.0
518,60.0
519,40.0
520,67.0
521,36.0
522,53.0
523,37.0
524,92.0
525,70.0
526,44.0
527,46.0
528,32.0
529,91.0
530,39.0
531,33.0
532,42.0
533,51.0
534,45.0
535,43.0
536,57.0
537,41.0
538,72.0
539,50.0
540,96.0
541,36.0
542,62.0
543,39.0
544,38.0
545,40.0
546,33.0
547,43.0
548,39.0
549,34.0
550,38.0
551,46.0
552,67.0
553,33.0
554,65.0
555,37.0
556,39.0
557,47.0
558,84.0
559,45.0
560,51.0
561,39.0
562,62.0
563,37.0
564,81.0
565,37.0
566,35.0
567,65.0
568,44.0
569,42.0
570,34.0
571,63.0
572,47.0
573,37.0
574,54.0
575,37.0
576,39.0
577,41.0
578,49.0
579,39.0
580,54.0
581,34.0
582,74.0
583,34.0
584,42.0
585,39.0
586,66.0
587,37.0
588,49.0
589,37.0
590,49.0
591,47.0
592,37.0
593,37.0
594,52.0
595,40.0
596,51.0
597,49.0
598,39.0
599,35.0
600,34.0
601,38.0
602,33.0
603,47.0
604,40.0
605,45.0
606,36.0
607,42.0
608,39.0
609,54.0
610,41.0
611,44.0
612,94.0
613,44.0
614,35.0
615,66.0
616,38.0
617,40.0
618,54.0
619,65.0
620,89.0
621,50.0
622,43.0
623,81.0
624,43.0
625,33.0
626,41.0
627,46.0
628,33.0
629,45.0
630,49.0
631,44.0
632,43.0
633,69.0
634,36.0
635,52.0
636,40.0
637,42.0
638,69.0
639,35.0
640,38.0
641,72.0
642,49.0
643,56.0
644,42.0
645,71.0
646,38.0
647,46.0
648,41.0
649,55.0
650,41.0
651,49.0
652,41.0
653,38.0
654,36.0
655,35.0
656,34.0
657,37.0
658,51.0
659,64.0
660,35.0
661,67.0
662,54.0
663,53.0
664,46.0
665,33.0
666,37.0
667,41.0
668,74.0
669,80.0
670,40.0
671,32.0
672,45.0
673,35.0
674,34.0
675,42.0
676,71.0
677,33.0
678,48.0
679,53.0
680,89.0
681,43.0
682,42.0
683,39.0
684,74.0
685,45.0
686,45.0
687,52.0
688,69.0
689,47.0
690,54.0
691,47.0
692,34.0
693,40.0
694,47.0
695,41.0
696,40.0
697,47.0
698,38.0
699,53.0
700,54.0
701,36.0
702,46.0
703,89.0
704,51.0
705,70.0
706,85.0
707,74.0
708,41.0
709,41.0
710,40.0
711,54.0
712,85.0
713,49.0
714,38.0
715,43.0
716,36.0
717,60.0
718,53.0
719,64.0
720,49.0
721,36.0
722,48.0
723,35.0
724,41.0
725,45.0
726,43.0
727,60.0
728,61.0
729,43.0
730,46.0
731,41.0
732,40.0
733,47.0
734,73.0
735,58.0
736,63.0
737,40.0
738,76.0
739,54.0
740,46.0
741,44.0
742,72.0
743,86.0
744,57.0
745,40.0
746,69.0
747,41.0
748,34.0
749,36.0
750,46.0
751,62.0
752,35.0
753,62.0
754,32.0
755,44.0
756,40.0
757,38.0
758,61.0
759,35.0
760,37.0
761,42.0
762,46.0
763,59.0
764,73.0
765,58.0
766,94.0
767,38.0
768,40.0
769,45.0
770,57.0
771,34.0
772,43.0
773,60.0
774,37.0
775,42.0
776,71.0
777,36.0
778,39.0
779,40.0
780,46.0
781,58.0
782,46.0
783,50.0
784,51.0
785,34.0
786,43.0
787,59.0
788,35.0
789,33.0
790,55.0
791,48.0
792,91.0
793,51.0
794,43.0
795,34.0
796,84.0
797,49.0
798,43.0
799,98.0
800,78.0
801,37.0
802,63.0
803,37.0
804,68.0
805,39.0
806,77.0
807,38.0
808,87.0
809,36.0
810,49.0
811,43.0
812,52.0
813,32.0
814,34.0
815,97.0
816,44.0
817,48.0
818,37.0
819,74.0
820,34.0
821,40.0
822,41.0
823,59.0
824,41.0
825,92.0
826,43.0
827,42.0
828,32.0
829,59.0
830,77.0
831,46.0
832,43.0
833,71.0
834,37.0
835,59.0
836,47.0
837,64.0
838,58.0
839,35.0
840,32.0
841,34.0
842,42.0
843,34.0
844,64.0
845,48.0
846,35.0
847,82.0
848,54.0
849,48.0
850,39.0
851,45.0
852,42.0
853,42.0
854,38.0
855,51.0
856,85.0
857,59.0
858,45.0
859,64.0
860,41.0
861,33.0
862,63.0
863,39.0
864,53.0
865,50.0
866,38.0
867,64.0
868,53.0
869,46.0
870,85.0
871,42.0
872,54.0
873,34.0
874,87.0
875,51.0
876,44.0
877,37.0
878,66.0
879,85.0
880,44.0
881,53.0
882,44.0
883,45.0
884,42.0
885,38.0
886,46.0
887,61.0
888,43.0
889,51.0
890,65.0
891,51.0
892,34.0
893,57.0
894,68.0
895,81.0
896,53.0
897,51.0
898,33.0
899,60.0
900,51.0
901,36.0
902,37.0
903,32.0
904,38.0
905,49.0
906,92.0
907,64.0
908,60.0
909,54.0
910,34.0
911,35.0
912,54.0
913,98.0
914,48.0
915,57.0
916,50.0
917,45.0
918,54.0
919,39.0
920,90.0
921,43.0
922,57.0
923,47.0
924,54.0
925,33.0
926,51.0
927,33.0
928,43.0
929,55.0
930,62.0
931,41.0
932,78.0
933,71.0
934,48.0
935,38.0
936,52.0
937,71.0
938,33.0
939,45.0
940,94.0
941,64.0
942,38.0
943,44.0
944,45.0
945,46.0
946,38.0
947,90.0
948,47.0
949,89.0
950,48.0
951,40.0
952,52.0
953,38.0
954,54.0
955,45.0
956,52.0
957,36.0
958,87.0
959,44.0
960,77.0
961,35.0
962,90.0
963,53.0
964,63.0
965,77.0
966,66.0
967,43.0
968,39.0
969,33.0
970,49.0
971,42.0
972,63.0
973,78.0
974,41.0
975,43.0
976,44.0
977,35.0
978,37.0
979,59.0
980,45.0
981,50.0
982,50.0
983,48.0
984,33.0
985,55.0
986,45.0
987,59.0
988,47.0
989,55.0
990,70.0
991,65.0
992,36.0
993,68.0
994,57.0
995,71.0
996,39.0
997,43.0
998,50.0
999,33.0
